id	category	descript
444	MISC	If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.
445	PAS	Cozy romantic atomosphere with only around 15 tables at most.
446	FOOD	However, go for the ambience, and consider the food just a companion for a trip across the world!
447	FOOD	The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.
448	MISC	We were very pleasantly surprised.
449	FOOD	The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.
450	FOOD	Try the sea bass.
451	MISC	Being from the south, there aren't any good delis in my area and while watching Foods across America on PBS I found out about Katz's Deli.
452	FOOD	The best Chicken pad tai, I've ever had.
453	FOOD	When you want a piece of beef, head on over.
454	MISC	After reading the good reviews of this restaurant, I decided to give it a try with two friends.
455	FOOD	Their Margarita is best I've had since I've returned from Naples!
456	MISC	Threw my fiance's surprise 30th birthday dinner here couldn't be happier.
457	MISC	I actually gave Patroon another chance before writing this, but the second visit was even worse.
458	FOOD	What I didn't like was how the food came right after it was ordered.
459	FOOD	Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.
460	MISC	Now at the top of our list, Del Frisco's Steakhouse.
461	FOOD	His drinks are very inventive, delicious and classy.
462	PAS	Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.
463	MISC	I loved it and would go again.
464	PAS	at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.
465	MISC	Go inside and you won't want to leave.
466	PAS	It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.
467	MISC	by dinner time, they turn it around and mount a huge comeback!!
468	FOOD	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.
469	FOOD	Even my Indian friend couldn't believe how good and tasty everything was.
470	FOOD	The food was exceptional.
471	MISC	Unbelievable.
472	MISC	Don't go.
473	FOOD	Tasty steak, pork loin, the works.
474	MISC	Found service above average, but that could be because we were 13 of us.
475	PAS	We didn't even see a menu, as our waiter described both the specials and the main dishes.
476	FOOD	I am happy i did the food was awsome.
477	PAS	Service was quick.
478	PAS	And even with it's Pub atmosphere they were great to my kids too!
479	MISC	I wouldn't mind going back some time, but not before trying others nearby.
480	FOOD	I had Filet Mignon with garlic mash.
481	MISC	The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!
482	PAS	They are often crowded on the weekends but they are efficient and accurate with their service.
483	PAS	We could not catch our waiter's eye, and he ignored us.
484	FOOD	Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!
485	MISC	I came into the city to try out this restaurant because a friend had recommended it to my husband.
486	MISC	I love it.
487	MISC	After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.
488	FOOD	The staff was accomodating, the food was absolutely delicious and the place is lovely.
489	FOOD	I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.
490	MISC	Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.
491	MISC	Arigato Gozimas Yuka!
492	PAS	Great vibe, lots of people.
493	PAS	After my 3rd time the manager remembered me and treated me like an usual customer.
494	FOOD	Great wine selection, Gigondas is worth the price, and the house champagne is a great value.
495	PAS	It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!
496	FOOD	Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.
497	FOOD	I wouldn't even have complained at all if the food at least tasted good but the quality of food was crappy, too.
498	MISC	I found this restaurant to be one that truly values its patrons.
499	MISC	We were fast to order the appetizer platter since we were very hungry.
500	PAS	Everyone I have spoken too there is super friendly, helpful, and willing to the extra mile for a customer.
501	MISC	I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.
502	MISC	Again, if you are in this neighborhood - by all means, come here.
503	PAS	I didn't complain, I liked the atmosphere so much.
504	FOOD	They pray to their Food Gods to make them into a good pizza like VT's.
505	MISC	My friends and I have been going here regularly for two years.
506	MISC	It's convenient.
507	PAS	Quick and friendly service.
508	FOOD	Also, because it is so thin, it gets cold very quickly and its not that filling.
509	MISC	Problem is nothing at Prune is particularly memorable.
510	FOOD	We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.
511	FOOD	The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).
512	FOOD	Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.
513	FOOD	stick with the chicken, beef, and lamb dishes.
514	PAS	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.
515	MISC	Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.
516	FOOD	Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.
517	MISC	Get there before 7pm.
518	MISC	Beautiful experience.
519	FOOD	Good drink.
520	MISC	i would go again if i didn't have to pay.
521	PAS	The price very reasonable.
522	PAS	It is not worth for that bucks.
523	MISC	I've eaten at many different Indian restaurants.
524	PAS	Overall, not worth the money.
525	PAS	they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.
526	PAS	though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.
527	FOOD	I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.
528	FOOD	The dim sum here is only so-so.
529	MISC	Went here on a friend's reccomendation.
530	PAS	Staff is very accomodating.
531	FOOD	The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.
532	PAS	The aesthetics of this place are like an airport lounge.
533	MISC	Skip this restaurant, it's a big disappointment.
534	PAS	It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!
535	MISC	I don't think I would go again.
536	PAS	The service is good and the resturant is clean.
537	MISC	I've been there a few times, and I usually end up sitting next to some pretty odd people.
538	FOOD	Every course was better than the next.
539	FOOD	You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.
540	MISC	Amma is nothing special.
541	FOOD	Fresh ingredients and everything is made to order.
542	MISC	I am surprised to say the least and find such practice not worth the effort.
543	MISC	I loved it and would HIGHLY RECOMMEND.
544	MISC	I've been to Joya twice and I will never go again.
545	FOOD	Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.
546	PAS	Sure, the setting is nice.
547	MISC	Never again!
548	PAS	Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?
549	PAS	For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.
550	FOOD	The drinks are a saving grace, but service staff, please, get over yourselves.
551	MISC	I have never eaten in the restaurant, however, upon reading the reviews I got take out last week.
